# Frequenz [Hz]	Amplitude
93100000	4.45957377972667E-6
93200000	7.60879146180892E-6
93300000	6.64688761508367E-6
93400000	5.63332461942248E-6
93500000	8.63342688987004E-6
93600000	6.7689893073415E-6
93700000	6.37160884713759E-6
93800000	8.56250032039664E-6
93900000	1.04424454335451E-5
94000000	8.45583024031097E-6
94100000	9.96268079644614E-6
94200000	8.99371673088377E-6
94300000	6.1381810116468E-6
94400000	8.99741054557148E-6
94500000	2.284639755234E-6
94600000	1.38177898335334E-5
94700000	1.99421667843302E-5
94800000	8.55299120573699E-6
94900000	4.80324338002539E-6
95000000	9.60202520400874E-6
95100000	5.14995376400503E-6
95200000	5.96347687907789E-6
95300000	1.36059339057304E-5
95400000	1.85013593305553E-6
95500000	1.24521140736136E-5
95600000	8.51758135055673E-7
95700000	8.70368530193702E-6
95800000	7.18854778347351E-6
95900000	5.00194949617754E-6
96000000	2.40317486654102E-6
96100000	2.07469302579554E-6
96200000	6.29789293175088E-6
96300000	7.72573239874114E-6
96400000	5.90777816099112E-6
96500000	1.16377554822415E-6
96600000	1.04679015353926E-5
96700000	7.10793713247203E-6
96800000	1.151060538001E-6
96900000	3.28067227464428E-6
97000000	3.02949158670724E-6
97100000	4.22800198731498E-6
97200000	1.12295537273783E-5
97300000	1.01207474174296E-6
97400000	4.86182147716429E-6
97500000	6.69499819966136E-6
97600000	1.39551389955986E-5
97700000	1.60774528740134E-6
97800000	8.49049652810646E-6
97900000	4.36600524311812E-6
98000000	5.52455262221409E-6
98100000	3.6793932697539E-6
98200000	6.79779974888199E-6
98300000	1.04022250989921E-5
98400000	9.88609717443728E-6
98500000	1.28016888162395E-6
98600000	1.41379131796235E-6
98700000	5.89077271477757E-6
98800000	7.93744983400431E-6
98900000	4.0354505709236E-6
99000000	7.51995566813177E-6
99100000	3.56785780043223E-6
99200000	1.65873205820382E-6
99300000	5.31975715115944E-6
99400000	1.00107212516132E-5
99500000	4.69352417736231E-6
99600000	1.03298665255255E-5
99700000	1.08488918383573E-5
99800000	6.02139212272254E-6
99900000	8.98990030480424E-6
100000000	5.547785E-6
