# laser 3 log-file
# log-file start-timestamp: 08.11.2011, 15:46
# Timebase	Jitter [MHz]	setpoint [MHz]	rel. Frequency [MHz]	dev. from setpoint [MHz]	in range? [1/0]	upper bound [MHz]	lower bound [MHz]
513112612	0.647590	0	-15.728735	-15.728735	0	2.000000	-2.000000
513113401	0.815602	0	-15.398009	-15.398009	0	2.000000	-2.000000
513114179	0.644235	0	-15.933532	-15.933532	0	2.000000	-2.000000
513114937	0.410301	0	-14.711018	-14.711018	0	2.000000	-2.000000
513115708	0.412443	0	-15.621607	-15.621607	0	2.000000	-2.000000
513116462	0.746147	0	-14.818146	-14.818146	0	2.000000	-2.000000
513117527	0.470725	0	-15.076695	-15.076695	0	2.000000	-2.000000
513118827	0.371735	0	-15.942992	-15.942992	0	2.000000	-2.000000
513119597	0.697251	0	-15.237352	-15.237352	0	2.000000	-2.000000
513120422	0.976473	0	-16.425068	-16.425068	0	2.000000	-2.000000
513121150	0.795252	0	-15.237352	-15.237352	0	2.000000	-2.000000
513121926	0.795962	0	-16.264376	-16.264376	0	2.000000	-2.000000
513122733	0.684013	0	-15.407351	-15.407351	0	2.000000	-2.000000
513123472	0.580635	0	-15.460915	-15.460915	0	2.000000	-2.000000
513124238	0.998434	0	-15.139531	-15.139531	0	2.000000	-2.000000
513125043	0.445117	0	-15.889428	-15.889428	0	2.000000	-2.000000
513125813	0.850947	0	-17.593655	-17.593655	0	2.000000	-2.000000
513126579	0.687227	0	-15.514479	-15.514479	0	2.000000	-2.000000
513127323	0.495359	0	-18.611149	-18.611149	0	2.000000	-2.000000
513128100	0.399052	0	-15.728735	-15.728735	0	2.000000	-2.000000
513128913	0.465472	0	-16.585761	-16.585761	0	2.000000	-2.000000
513129718	0.449304	0	-17.004579	-17.004579	0	2.000000	-2.000000
513130488	1.026288	0	-17.014273	-17.014273	0	2.000000	-2.000000
513132010	0.382447	0	-16.692889	-16.692889	0	2.000000	-2.000000
513132800	0.410836	0	-16.103684	-16.103684	0	2.000000	-2.000000
513133579	0.705820	0	-17.111684	-17.111684	0	2.000000	-2.000000
513134351	0.612237	0	-16.317940	-16.317940	0	2.000000	-2.000000
513135129	1.018789	0	-16.371504	-16.371504	0	2.000000	-2.000000
513135988	1.017717	0	-17.014273	-17.014273	0	2.000000	-2.000000
513136813	0.889164	0	-16.371504	-16.371504	0	2.000000	-2.000000
513137583	0.753646	0	-16.853581	-16.853581	0	2.000000	-2.000000
513138422	0.371199	0	-15.675171	-15.675171	0	2.000000	-2.000000
513139894	0.522250	0	-16.371504	-16.371504	0	2.000000	-2.000000
513140670	0.764895	0	-17.496350	-17.496350	0	2.000000	-2.000000
513141489	0.715995	0	-16.897474	-16.897474	0	2.000000	-2.000000
513142224	0.595632	0	-18.085555	-18.085555	0	2.000000	-2.000000
513143004	0.559086	0	-18.022073	-18.022073	0	2.000000	-2.000000
513143745	0.624021	0	-16.960709	-16.960709	0	2.000000	-2.000000
513144515	0.604738	0	-18.406939	-18.406939	0	2.000000	-2.000000
513145286	0.437523	0	-18.718254	-18.718254	0	2.000000	-2.000000
513146055	0.686156	0	-17.067837	-17.067837	0	2.000000	-2.000000
513146825	0.692583	0	-17.282093	-17.282093	0	2.000000	-2.000000
513147669	0.846127	0	-18.396940	-18.396940	0	2.000000	-2.000000
513148530	0.935229	0	-18.085555	-18.085555	0	2.000000	-2.000000
513149328	0.701154	0	-17.014273	-17.014273	0	2.000000	-2.000000
513150125	0.863988	0	-16.639325	-16.639325	0	2.000000	-2.000000
513151060	0.605810	0	-15.353787	-15.353787	0	2.000000	-2.000000
513151814	0.782935	0	-16.147742	-16.147742	0	2.000000	-2.000000
513152600	0.768109	0	-17.282093	-17.282093	0	2.000000	-2.000000
513153376	0.481541	0	-17.121401	-17.121401	0	2.000000	-2.000000
513154195	0.973795	0	-18.299811	-18.299811	0	2.000000	-2.000000
513154939	0.426906	0	-16.050120	-16.050120	0	2.000000	-2.000000
513156451	0.924516	0	-16.532197	-16.532197	0	2.000000	-2.000000
513157331	0.448233	0	-16.683265	-16.683265	0	2.000000	-2.000000
513158376	0.470293	0	-15.889428	-15.889428	0	2.000000	-2.000000
513159100	1.344458	0	-16.050120	-16.050120	0	2.000000	-2.000000
513160136	0.863453	0	-17.496350	-17.496350	0	2.000000	-2.000000
513160877	0.632592	0	-16.050120	-16.050120	0	2.000000	-2.000000
513162399	0.562958	0	-18.085555	-18.085555	0	2.000000	-2.000000
