# laser 3 log-file
# log-file start-timestamp: 07.11.2011, 20:18
# Timebase	Jitter [MHz]	setpoint [MHz]	rel. Frequency [MHz]	dev. from setpoint [MHz]	in range? [1/0]	upper bound [MHz]	lower bound [MHz]
443510476	0.314215	0	2.315730	2.315730	0	2.000000	-2.000000
443513006	0.151487	0	2.422788	2.422788	0	2.000000	-2.000000
443514420	0.245109	0	2.506791	2.506791	0	2.000000	-2.000000
443515744	0.162728	0	2.369259	2.369259	0	2.000000	-2.000000
443517131	0.353748	0	2.667342	2.667342	0	2.000000	-2.000000
443518451	0.148307	0	2.445829	2.445829	0	2.000000	-2.000000
443520212	0.271986	0	2.338748	2.338748	0	2.000000	-2.000000
443521477	0.224286	0	2.529846	2.529846	0	2.000000	-2.000000
443522774	0.401555	0	2.552911	2.552911	0	2.000000	-2.000000
443524344	0.317496	0	2.552911	2.552911	0	2.000000	-2.000000
443525822	0.193775	0	2.797490	2.797490	0	2.000000	-2.000000
443527142	0.297621	0	2.690432	2.690432	0	2.000000	-2.000000
443528572	0.153628	0	2.743961	2.743961	0	2.000000	-2.000000
443529910	0.178251	0	3.118663	3.118663	0	2.000000	-2.000000
443531322	0.476838	0	2.934928	2.934928	0	2.000000	-2.000000
443532697	0.205016	0	3.332779	3.332779	0	2.000000	-2.000000
443534072	0.207157	0	3.439837	3.439837	0	2.000000	-2.000000
443535447	0.371409	0	3.523617	3.523617	0	2.000000	-2.000000
443536878	0.395492	0	3.256031	3.256031	0	2.000000	-2.000000
443538968	0.166438	0	3.630651	3.630651	0	2.000000	-2.000000
443540315	0.354361	0	3.546894	3.546894	0	2.000000	-2.000000
443541609	0.179322	0	3.493366	3.493366	0	2.000000	-2.000000
443542969	0.249925	0	3.309548	3.309548	0	2.000000	-2.000000
443544304	0.169151	0	3.546894	3.546894	0	2.000000	-2.000000
443545624	0.271332	0	3.577134	3.577134	0	2.000000	-2.000000
443547054	0.196451	0	3.761010	3.761010	0	2.000000	-2.000000
443548411	0.232851	0	4.028654	4.028654	0	2.000000	-2.000000
443549749	0.157340	0	4.219340	4.219340	0	2.000000	-2.000000
443551124	0.244145	0	3.837885	3.837885	0	2.000000	-2.000000
443553214	0.361241	0	3.737686	3.737686	0	2.000000	-2.000000
443554609	0.248909	0	4.082183	4.082183	0	2.000000	-2.000000
443555965	0.180432	0	3.730804	3.730804	0	2.000000	-2.000000
443557285	0.178251	0	3.975125	3.975125	0	2.000000	-2.000000
443558660	0.122554	0	4.165823	4.165823	0	2.000000	-2.000000
443559980	0.152557	0	4.082183	4.082183	0	2.000000	-2.000000
443561410	0.221561	0	3.844720	3.844720	0	2.000000	-2.000000
443562840	0.187310	0	3.791203	3.791203	0	2.000000	-2.000000
443564710	0.341975	0	3.523617	3.523617	0	2.000000	-2.000000
443566030	0.138105	0	4.082183	4.082183	0	2.000000	-2.000000
443567405	0.135934	0	3.951754	3.951754	0	2.000000	-2.000000
443568780	0.142922	0	4.082183	4.082183	0	2.000000	-2.000000
443570155	0.161622	0	3.898237	3.898237	0	2.000000	-2.000000
443571536	0.345721	0	4.058788	4.058788	0	2.000000	-2.000000
443572913	0.330736	0	4.112306	4.112306	0	2.000000	-2.000000
443574690	0.395492	0	4.272857	4.272857	0	2.000000	-2.000000
443576096	0.280491	0	4.296299	4.296299	0	2.000000	-2.000000
443577581	0.210858	0	4.486926	4.486926	0	2.000000	-2.000000
443579011	0.240827	0	4.968580	4.968580	0	2.000000	-2.000000
443580441	0.134863	0	4.379891	4.379891	0	2.000000	-2.000000
443581915	0.420202	0	4.349828	4.349828	0	2.000000	-2.000000
443583411	0.213580	0	4.456885	4.456885	0	2.000000	-2.000000
443584859	0.279421	0	4.082183	4.082183	0	2.000000	-2.000000
443586271	0.340444	0	4.028654	4.028654	0	2.000000	-2.000000
443587646	0.236011	0	4.272857	4.272857	0	2.000000	-2.000000
443588984	0.264375	0	4.005271	4.005271	0	2.000000	-2.000000
443590343	0.199663	0	4.028654	4.028654	0	2.000000	-2.000000
443591773	0.173969	0	4.189241	4.189241	0	2.000000	-2.000000
443593148	0.153594	0	4.112306	4.112306	0	2.000000	-2.000000
443595029	0.141852	0	4.242770	4.242770	0	2.000000	-2.000000
443596448	0.398703	0	4.433409	4.433409	0	2.000000	-2.000000
443597843	0.075476	0	4.296299	4.296299	0	2.000000	-2.000000
443599638	0.149346	0	4.242770	4.242770	0	2.000000	-2.000000
443601068	0.206576	0	4.808029	4.808029	0	2.000000	-2.000000
443602608	0.284774	0	5.045703	5.045703	0	2.000000	-2.000000
443603983	0.124722	0	4.831587	4.831587	0	2.000000	-2.000000
443605358	0.188916	0	5.129132	5.129132	0	2.000000	-2.000000
443606679	0.243503	0	4.700994	4.700994	0	2.000000	-2.000000
443608011	0.193732	0	4.593960	4.593960	0	2.000000	-2.000000
443609374	0.277754	0	4.754511	4.754511	0	2.000000	-2.000000
443610694	0.382648	0	2.929368	2.929368	0	2.000000	-2.000000
443612014	0.127371	0	2.982886	2.982886	0	2.000000	-2.000000
443613418	0.204436	0	3.250471	3.250471	0	2.000000	-2.000000
443616029	0.219956	0	2.661783	2.661783	0	2.000000	-2.000000
443617459	0.175001	0	4.486926	4.486926	0	2.000000	-2.000000
443618779	0.259558	0	4.808029	4.808029	0	2.000000	-2.000000
443620154	0.126300	0	4.700994	4.700994	0	2.000000	-2.000000
443621583	0.224772	0	4.968580	4.968580	0	2.000000	-2.000000
443623014	0.320498	0	4.677469	4.677469	0	2.000000	-2.000000
443624445	0.388535	0	5.236166	5.236166	0	2.000000	-2.000000
443625875	0.164298	0	5.075614	5.075614	0	2.000000	-2.000000
443627250	0.201225	0	5.236166	5.236166	0	2.000000	-2.000000
443628570	0.554851	0	5.052007	5.052007	0	2.000000	-2.000000
443629918	0.193732	0	5.182649	5.182649	0	2.000000	-2.000000
443632365	0.147172	0	5.289683	5.289683	0	2.000000	-2.000000
443633795	0.170185	0	5.717820	5.717820	0	2.000000	-2.000000
443635170	0.400221	0	5.480051	5.480051	0	2.000000	-2.000000
443636435	0.208717	0	5.557269	5.557269	0	2.000000	-2.000000
443637810	0.101147	0	5.878372	5.878372	0	2.000000	-2.000000
443639130	0.262769	0	4.968580	4.968580	0	2.000000	-2.000000
443640404	0.191056	0	5.503752	5.503752	0	2.000000	-2.000000
443641826	0.135934	0	3.732126	3.732126	0	2.000000	-2.000000
443643197	0.236011	0	3.678609	3.678609	0	2.000000	-2.000000
443644576	0.449981	0	5.266029	5.266029	0	2.000000	-2.000000
443645920	0.308259	0	5.289683	5.289683	0	2.000000	-2.000000
443647216	0.196408	0	3.518057	3.518057	0	2.000000	-2.000000
443649395	0.179282	0	5.236166	5.236166	0	2.000000	-2.000000
443650786	0.170185	0	5.450235	5.450235	0	2.000000	-2.000000
443652063	0.304513	0	4.808029	4.808029	0	2.000000	-2.000000
443653431	0.170185	0	4.968580	4.968580	0	2.000000	-2.000000
443654311	0.251531	0	5.075614	5.075614	0	2.000000	-2.000000
443655631	0.381577	0	5.236166	5.236166	0	2.000000	-2.000000
443656999	0.352678	0	4.968580	4.968580	0	2.000000	-2.000000
443658271	0.341439	0	5.236166	5.236166	0	2.000000	-2.000000
443659647	0.255277	0	5.343200	5.343200	0	2.000000	-2.000000
443661022	0.151454	0	5.182649	5.182649	0	2.000000	-2.000000
443662397	0.184634	0	5.771337	5.771337	0	2.000000	-2.000000
443663718	0.109710	0	5.343200	5.343200	0	2.000000	-2.000000
443665148	0.177677	0	4.968580	4.968580	0	2.000000	-2.000000
443667502	0.107034	0	5.343200	5.343200	0	2.000000	-2.000000
443668888	0.179282	0	5.289683	5.289683	0	2.000000	-2.000000
