# laser 1 log-file
# log-file start-timestamp: 08.11.2011, 10:45
# Timebase	Jitter [MHz]	setpoint [MHz]	rel. Frequency [MHz]	dev. from setpoint [MHz]	in range? [1/0]	upper bound [MHz]	lower bound [MHz]
490382294	3.883350	0	-66.463097	-66.463097	0	3.000000	-3.000000
490383284	4.140770	0	-63.899977	-63.899977	0	3.000000	-3.000000
490384274	3.669588	0	-66.768472	-66.768472	0	3.000000	-3.000000
490385280	4.282291	0	-67.056207	-67.056207	0	3.000000	-3.000000
490386309	4.000411	0	-68.295346	-68.295346	0	3.000000	-3.000000
490387304	7.013957	0	-62.500575	-62.500575	0	3.000000	-3.000000
490388344	4.535808	0	-62.983652	-62.983652	0	3.000000	-3.000000
490389884	4.776088	0	-61.456444	-61.456444	0	3.000000	-3.000000
490390929	3.853655	0	-61.482436	-61.482436	0	3.000000	-3.000000
490391977	3.236973	0	-59.400335	-59.400335	0	3.000000	-3.000000
490393350	6.947778	0	-64.027783	-64.027783	0	3.000000	-3.000000
490394395	6.688727	0	-59.502127	-59.502127	0	3.000000	-3.000000
490395440	4.178441	0	-66.648951	-66.648951	0	3.000000	-3.000000
490396485	8.775337	0	-66.471316	-66.471316	0	3.000000	-3.000000
490397433	3.881144	0	-68.990670	-68.990670	0	3.000000	-3.000000
490398437	6.199110	0	-63.002182	-63.002182	0	3.000000	-3.000000
490399455	6.383729	0	-62.169141	-62.169141	0	3.000000	-3.000000
490400500	4.177423	0	-64.307232	-64.307232	0	3.000000	-3.000000
490401655	3.298769	0	-65.630812	-65.630812	0	3.000000	-3.000000
490402700	4.797409	0	-63.834859	-63.834859	0	3.000000	-3.000000
490403635	4.121543	0	-66.564888	-66.564888	0	3.000000	-3.000000
490404790	4.722099	0	-61.799471	-61.799471	0	3.000000	-3.000000
490406605	5.439574	0	-63.020704	-63.020704	0	3.000000	-3.000000
490407610	5.995526	0	-62.963042	-62.963042	0	3.000000	-3.000000
490410038	6.202501	0	-62.474583	-62.474583	0	3.000000	-3.000000
490411061	4.075736	0	-64.325473	-64.325473	0	3.000000	-3.000000
490412216	3.374392	0	-65.648764	-65.648764	0	3.000000	-3.000000
490413328	4.068611	0	-65.954139	-65.954139	0	3.000000	-3.000000
490414329	5.573909	0	-60.883546	-60.883546	0	3.000000	-3.000000
490415351	3.006268	0	-72.485256	-72.485256	0	3.000000	-3.000000
490416400	5.524042	0	-71.976409	-71.976409	0	3.000000	-3.000000
490417441	4.384165	0	-66.564888	-66.564888	0	3.000000	-3.000000
490418486	4.165313	0	-70.127595	-70.127595	0	3.000000	-3.000000
490419457	3.227499	0	-70.645684	-70.645684	0	3.000000	-3.000000
490420796	4.476756	0	-71.434203	-71.434203	0	3.000000	-3.000000
490421857	7.434448	0	-70.238429	-70.238429	0	3.000000	-3.000000
490422941	3.773222	0	-70.747498	-70.747498	0	3.000000	-3.000000
